Condition	Gene1	Gene2	PCC_all	PCC_L1out	dPCC	Pval
TP53_GOF	GNRH2	KIAA1671	0.148	0.257	-0.108	0.000
TP53_GOF	GNS	LENEP	0.158	0.259	-0.101	0.001
TP53_GOF	GOLGA2	TNNI1	0.152	0.258	-0.106	0.001
TP53_GOF	GOLGA2	TSPAN1	0.150	0.253	-0.103	0.000
TP53_GOF	GOLGA6B	MTHFS	0.215	0.317	-0.102	0.000
TP53_GOF	GOLGA6B	PHLDA2	0.142	0.257	-0.115	0.000
TP53_GOF	GOLGA6B	TMCO1	0.276	0.415	-0.138	0.001
TP53_GOF	GOLGA6D	ROPN1	0.151	0.278	-0.127	0.000
TP53_GOF	GOLGA6D	TMSB4X	0.196	0.306	-0.110	0.001
TP53_GOF	GOLGA7B	MIIP	0.133	0.250	-0.117	0.000
TP53_GOF	GOLGA7B	POLD2	0.161	0.273	-0.112	0.000
TP53_GOF	GOLGA7B	TTK	0.166	0.279	-0.113	0.000
TP53_GOF	GOLGA8H	HTR1A	0.214	0.318	-0.104	0.000
TP53_GOF	GOLGA8H	LAIR1	0.124	0.277	-0.153	0.000
TP53_GOF	GOLGA8N	KRTAP20-3	0.141	0.249	-0.108	0.001
TP53_GOF	GOLGA8R	MAMSTR	0.116	0.279	-0.162	0.000
TP53_GOF	GOLGB1	MAP3K6	0.147	0.257	-0.110	0.002
TP53_GOF	GOLGB1	RIMKLB	0.128	0.279	-0.151	0.000
TP53_GOF	GOLIM4	LAMC2	0.126	0.248	-0.122	0.001
TP53_GOF	GOLIM4	SMIM7	0.124	0.264	-0.140	0.000
TP53_GOF	GOLIM4	STX10	0.137	0.264	-0.126	0.000
TP53_GOF	GOLIM4	TGM5	0.146	0.254	-0.108	0.000
TP53_GOF	GOLM1	MSTN	0.130	0.248	-0.118	0.000
TP53_GOF	GOLM1	TBXA2R	0.108	0.280	-0.172	0.002
TP53_GOF	GOLM2	RENBP	0.145	0.266	-0.121	0.000
TP53_GOF	GOLT1B	MRPS33	0.296	0.185	0.111	0.000
TP53_GOF	GOLT1B	OR4A47	0.135	0.259	-0.124	0.000
TP53_GOF	GON7	SPSB3	0.138	0.258	-0.120	0.001
TP53_GOF	GON7	ZZEF1	0.190	0.303	-0.113	0.002
TP53_GOF	GORASP1	VWA3B	0.143	0.272	-0.129	0.001
TP53_GOF	GOSR2	OR10C1	0.224	0.324	-0.100	0.001
TP53_GOF	GOSR2	PDE11A	0.145	0.255	-0.110	0.000
TP53_GOF	GOSR2	PTN	0.148	0.263	-0.115	0.002
TP53_GOF	GP1BB	MGST2	0.103	0.276	-0.173	0.000
TP53_GOF	GP5	PCDHGA12	0.151	0.254	-0.103	0.001
TP53_GOF	GP5	ZNF563	0.210	0.312	-0.102	0.001
TP53_GOF	GP9	MTNR1B	0.118	0.249	-0.132	0.000
TP53_GOF	GP9	SEMA6C	0.141	0.269	-0.128	0.000
TP53_GOF	GPA33	NKAP	0.188	0.298	-0.110	0.000
TP53_GOF	GPATCH2	PGBD4	0.330	0.174	0.156	0.000
TP53_GOF	GPATCH2	SLC46A3	0.425	0.286	0.140	0.001
TP53_GOF	GPATCH4	PLAAT4	0.136	0.248	-0.111	0.001
TP53_GOF	GPC2	RND1	0.155	0.274	-0.119	0.002
TP53_GOF	GPC3	IL1F10	0.180	0.290	-0.110	0.000
TP53_GOF	GPC5	OGFR	0.148	0.276	-0.128	0.002
TP53_GOF	GPC6	TBC1D28	0.170	0.279	-0.109	0.001
TP53_GOF	GPC6	TRPV2	0.143	0.260	-0.117	0.001
TP53_GOF	GPIHBP1	SMOX	0.176	0.284	-0.108	0.002
TP53_GOF	GPLD1	GPR18	0.154	0.254	-0.101	0.002
TP53_GOF	GPM6A	SHANK1	0.181	0.289	-0.108	0.000
TP53_GOF	GPM6A	ZNF546	0.148	0.263	-0.114	0.000
TP53_GOF	GPN1	PHF5A	0.223	0.326	-0.103	0.000
TP53_GOF	GPR101	PRX	0.123	0.267	-0.144	0.001
TP53_GOF	GPR108	H3-3B	0.173	0.288	-0.115	0.000
TP53_GOF	GPR108	SPINT2	0.161	0.262	-0.101	0.000
TP53_GOF	GPR132	STOX1	0.179	0.331	-0.152	0.000
TP53_GOF	GPR132	TMC6	0.152	0.262	-0.110	0.000
TP53_GOF	GPR132	UCKL1	0.074	0.254	-0.180	0.000
TP53_GOF	GPR137	PTP4A3	0.302	0.197	0.105	0.002
TP53_GOF	GPR137	TRIP6	0.343	0.231	0.112	0.000
TP53_GOF	GPR148	RSPH6A	0.154	0.256	-0.102	0.001
TP53_GOF	GPR148	SORT1	0.214	0.322	-0.108	0.000
TP53_GOF	GPR149	KRT15	0.161	0.278	-0.117	0.001
TP53_GOF	GPR149	NLRC5	0.168	0.270	-0.102	0.000
TP53_GOF	GPR15	HOXB7	0.124	0.273	-0.150	0.000
TP53_GOF	GPR15	LCK	0.185	0.293	-0.107	0.001
TP53_GOF	GPR15	SAMD11	0.155	0.274	-0.119	0.001
TP53_GOF	GPR15	TMEM214	0.179	0.282	-0.103	0.002
TP53_GOF	GPR151	TGFBR3L	0.178	0.293	-0.115	0.000
TP53_GOF	GPR155	INTS1	0.184	0.290	-0.107	0.002
TP53_GOF	GPR155	LARS1	0.226	0.330	-0.104	0.001
TP53_GOF	GPR155	NSA2	0.155	0.268	-0.113	0.000
TP53_GOF	GPR155	POLR2F	0.158	0.273	-0.115	0.000
TP53_GOF	GPR155	RBMX2	0.257	0.380	-0.122	0.000
TP53_GOF	GPR155	SF1	0.136	0.257	-0.121	0.000
TP53_GOF	GPR155	TUBG1	0.184	0.300	-0.116	0.000
TP53_GOF	GPR155	ZNF20	0.162	0.269	-0.106	0.001
TP53_GOF	GPR157	KREMEN2	0.151	0.253	-0.102	0.001
TP53_GOF	GPR17	OR5H1	0.209	0.309	-0.100	0.000
TP53_GOF	GPR171	PAXBP1	0.144	0.260	-0.116	0.001
TP53_GOF	GPR18	XKR9	0.184	0.287	-0.102	0.000
TP53_GOF	GPR18	ZSCAN29	0.148	0.250	-0.102	0.000
TP53_GOF	GPR20	TUBA1C	0.154	0.262	-0.108	0.000
TP53_GOF	GPR22	OLIG1	0.186	0.298	-0.112	0.000
TP53_GOF	GPR26	LY9	0.117	0.258	-0.141	0.000
TP53_GOF	GPR26	PSPN	0.210	0.314	-0.104	0.000
TP53_GOF	GPR3	RIC8B	0.155	0.271	-0.116	0.000
TP53_GOF	GPR31	SALL4	0.138	0.261	-0.123	0.000
TP53_GOF	GPR35	SMYD5	0.101	0.296	-0.194	0.000
TP53_GOF	GPR6	MMP28	0.174	0.291	-0.117	0.002
TP53_GOF	GPR6	MYOM2	0.164	0.282	-0.118	0.000
TP53_GOF	GPR6	NABP1	0.129	0.253	-0.124	0.000
TP53_GOF	GPR6	RNF148	0.180	0.286	-0.106	0.000
TP53_GOF	GPR6	SLC39A11	0.168	0.271	-0.103	0.001
TP53_GOF	GPR6	STXBP1	0.327	0.430	-0.103	0.000
TP53_GOF	GPR63	TM4SF20	0.192	0.319	-0.127	0.001
TP53_GOF	GPR65	TMIGD2	0.137	0.267	-0.130	0.001
TP53_GOF	GPR68	KRT10	0.156	0.258	-0.102	0.002
TP53_GOF	GPR75	SLC35F1	0.100	0.248	-0.148	0.000
TP53_GOF	GPR82	IL18	0.369	0.170	0.199	0.000
TP53_GOF	GPR82	IQCA1	0.310	0.191	0.118	0.002
TP53_GOF	GPR82	PFKFB1	0.276	0.128	0.148	0.002
TP53_GOF	GPR82	RBM44	0.269	0.118	0.151	0.001
TP53_GOF	GPR82	STK17B	0.307	0.139	0.167	0.001
TP53_GOF	GPR82	TAS2R43	0.297	0.118	0.178	0.002
TP53_GOF	GPR82	TAS2R50	0.290	0.176	0.113	0.000
TP53_GOF	GPR82	TMEM167A	0.326	0.192	0.133	0.001
TP53_GOF	GPR82	ZSCAN29	0.162	0.262	-0.101	0.002
TP53_GOF	GPR87	KCNG3	0.263	0.365	-0.102	0.000
TP53_GOF	GPR87	ZNF135	0.138	0.279	-0.140	0.000
TP53_GOF	GPRC5D	POLD1	0.256	0.144	0.112	0.002
TP53_GOF	GPRC6A	PXYLP1	0.205	0.316	-0.110	0.002
TP53_GOF	GPRIN3	METTL14	0.347	0.231	0.117	0.000
TP53_GOF	GPRIN3	MMP28	0.202	0.325	-0.123	0.001
TP53_GOF	GPRIN3	MSR1	0.175	0.287	-0.112	0.001
TP53_GOF	GPRIN3	NAALADL2	0.171	0.290	-0.119	0.000
TP53_GOF	GPRIN3	PSORS1C2	0.181	0.293	-0.112	0.000
TP53_GOF	GPRIN3	TBXAS1	0.148	0.250	-0.102	0.001
TP53_GOF	GPRIN3	TPSG1	0.206	0.314	-0.108	0.000
TP53_GOF	GPSM3	OGFR	0.260	0.135	0.126	0.000
TP53_GOF	GPX1	NOTCH2	0.174	0.299	-0.125	0.000
TP53_GOF	GPX2	H2AC12	0.162	0.286	-0.124	0.001
TP53_GOF	GPX4	METTL23	0.162	0.265	-0.102	0.001
TP53_GOF	GPX4	NME5	0.122	0.258	-0.136	0.000
TP53_GOF	GPX4	NTF3	0.180	0.285	-0.105	0.001
TP53_GOF	GPX4	OR4K1	0.151	0.267	-0.116	0.000
TP53_GOF	GPX4	SPAST	0.171	0.276	-0.105	0.000
TP53_GOF	GPX4	TCERG1	0.135	0.249	-0.113	0.002
TP53_GOF	GPX4	ZGRF1	0.186	0.311	-0.125	0.000
TP53_GOF	GPX6	NKAPL	0.136	0.255	-0.119	0.000
TP53_GOF	GPX8	MYPOP	0.170	0.272	-0.102	0.000
TP53_GOF	GPX8	REEP1	0.163	0.306	-0.144	0.000
TP53_GOF	GPX8	SOX2	0.141	0.252	-0.111	0.001
TP53_GOF	GPX8	STXBP5L	0.130	0.254	-0.125	0.000
TP53_GOF	GRAMD4	GTF3C2	0.136	0.250	-0.114	0.000
TP53_GOF	GRAP2	SUCLG2	0.133	0.259	-0.126	0.002
TP53_GOF	GRB14	SPRN	0.136	0.293	-0.158	0.001
TP53_GOF	GRB2	OR5AN1	0.138	0.250	-0.112	0.001
TP53_GOF	GREM1	NDUFA12	0.151	0.264	-0.113	0.000
TP53_GOF	GREM1	SLC25A10	0.201	0.301	-0.100	0.000
TP53_GOF	GREM2	MAMSTR	0.162	0.264	-0.102	0.001
TP53_GOF	GREM2	ZNF117	0.182	0.322	-0.140	0.000
TP53_GOF	GRHL2	STXBP3	0.344	0.234	0.111	0.001
TP53_GOF	GRHL2	TEN1	0.142	0.251	-0.109	0.001
TP53_GOF	GRHL3	SEMA6C	0.162	0.262	-0.100	0.001
TP53_GOF	GRIA4	ZXDC	0.101	0.255	-0.153	0.001
TP53_GOF	GRID1	SLAIN1	0.132	0.264	-0.132	0.001
TP53_GOF	GRID2	HOXA13	0.133	0.252	-0.119	0.001
TP53_GOF	GRID2	LRRC10B	0.142	0.253	-0.112	0.002
TP53_GOF	GRID2	RIOK2	0.163	0.279	-0.117	0.001
TP53_GOF	GRID2	TIGD6	0.187	0.303	-0.116	0.000
TP53_GOF	GRID2	TMEM120B	0.139	0.253	-0.114	0.001
TP53_GOF	GRIK1	HNRNPC	0.142	0.257	-0.115	0.000
TP53_GOF	GRIK1	PRPF19	0.210	0.311	-0.101	0.000
TP53_GOF	GRIK1	SGO1	0.186	0.298	-0.112	0.000
TP53_GOF	GRIK1	SMU1	0.190	0.297	-0.107	0.000
TP53_GOF	GRIK2	NME7	0.157	0.259	-0.102	0.001
TP53_GOF	GRIK3	LCP1	0.145	0.250	-0.105	0.001
TP53_GOF	GRIK4	KNL1	0.163	0.265	-0.102	0.002
TP53_GOF	GRIK4	MROH7	0.115	0.250	-0.134	0.000
TP53_GOF	GRIK4	OR4D9	0.134	0.254	-0.119	0.001
TP53_GOF	GRIK4	OR5B21	0.162	0.296	-0.134	0.001
TP53_GOF	GRIK4	PDZD7	0.143	0.261	-0.118	0.002
TP53_GOF	GRIK4	PSMA2	0.260	0.373	-0.113	0.002
TP53_GOF	GRIK4	SLC4A9	0.176	0.277	-0.100	0.002
TP53_GOF	GRINA	KBTBD2	0.251	0.366	-0.115	0.001
TP53_GOF	GRK3	LCMT2	0.242	0.344	-0.102	0.001
TP53_GOF	GRK5	SUGP2	0.150	0.329	-0.179	0.000
TP53_GOF	GRK6	MAX	0.165	0.282	-0.117	0.000
TP53_GOF	GRK7	MYO1H	0.294	0.405	-0.111	0.002
TP53_GOF	GRK7	POLR2G	0.138	0.254	-0.117	0.001
TP53_GOF	GRK7	PTPN1	0.255	0.358	-0.103	0.000
TP53_GOF	GRK7	RAB30	0.206	0.310	-0.103	0.001
TP53_GOF	GRM3	MROH7	0.151	0.266	-0.114	0.002
TP53_GOF	GRM7	RRAGB	0.235	0.337	-0.101	0.002
TP53_GOF	GRM7	SCFD1	0.219	0.326	-0.107	0.000
TP53_GOF	GRM8	MMP28	0.138	0.258	-0.119	0.000
TP53_GOF	GRM8	OR6Q1	0.187	0.297	-0.109	0.002
TP53_GOF	GRM8	PRKN	0.167	0.268	-0.101	0.002
TP53_GOF	GRM8	SLC22A12	0.183	0.285	-0.102	0.000
TP53_GOF	GRPEL1	MYBPH	0.172	0.272	-0.100	0.001
TP53_GOF	GRPEL1	PDRG1	0.212	0.313	-0.101	0.002
TP53_GOF	GRPEL2	NEU1	0.212	0.312	-0.100	0.002
TP53_GOF	GRPEL2	SDHAF1	0.269	0.404	-0.134	0.001
TP53_GOF	GRPEL2	SHKBP1	0.136	0.262	-0.126	0.000
TP53_GOF	GRPR	SAMD8	0.148	0.248	-0.100	0.001
TP53_GOF	GRPR	SLC16A14	0.163	0.266	-0.103	0.000
TP53_GOF	GRWD1	PLAGL2	0.150	0.254	-0.104	0.001
TP53_GOF	GRWD1	RNASEH2A	0.218	0.324	-0.107	0.001
TP53_GOF	GRWD1	WDR74	0.151	0.269	-0.119	0.000
TP53_GOF	GRXCR2	SNX33	0.101	0.271	-0.171	0.001
TP53_GOF	GSC	TCAF2	0.118	0.250	-0.132	0.000
TP53_GOF	GSDMA	OR13D1	0.201	0.303	-0.103	0.000
TP53_GOF	GSDMB	PGF	0.196	0.317	-0.121	0.000
TP53_GOF	GSDMB	SEZ6	0.285	0.161	0.123	0.002
TP53_GOF	GSDMD	LCMT2	0.259	0.361	-0.102	0.002
TP53_GOF	GSDMD	LPO	0.147	0.258	-0.111	0.000
TP53_GOF	GSDMD	MFSD10	0.174	0.294	-0.121	0.000
TP53_GOF	GSDMD	NDUFA4L2	0.150	0.287	-0.137	0.000
TP53_GOF	GSDMD	SLCO4A1	0.209	0.312	-0.103	0.000
TP53_GOF	GSDMD	SMDT1	0.144	0.271	-0.128	0.001
TP53_GOF	GSDMD	TTL	0.179	0.280	-0.100	0.002
TP53_GOF	GSDME	IL21R	0.260	0.361	-0.100	0.002
TP53_GOF	GSDME	P2RX1	0.178	0.281	-0.103	0.001
TP53_GOF	GSK3B	HNMT	0.168	0.282	-0.115	0.000
TP53_GOF	GSN	RIMS2	0.173	0.281	-0.108	0.001
TP53_GOF	GSN	USP35	0.168	0.280	-0.112	0.002
TP53_GOF	GSN	WDR86	0.156	0.258	-0.102	0.002
TP53_GOF	GSPT2	MTF2	0.138	0.251	-0.113	0.001
TP53_GOF	GSS	MEF2D	0.202	0.349	-0.147	0.000
TP53_GOF	GSS	MRPL18	0.176	0.297	-0.121	0.000
TP53_GOF	GSS	MRPL37	0.169	0.280	-0.111	0.001
TP53_GOF	GSS	MRRF	0.166	0.269	-0.104	0.001
TP53_GOF	GSS	PTCD3	0.147	0.254	-0.108	0.001
TP53_GOF	GSS	STAT5B	0.167	0.286	-0.118	0.002
TP53_GOF	GSS	ZNF644	0.157	0.266	-0.109	0.000
TP53_GOF	GSTA3	OR5D14	0.132	0.272	-0.140	0.000
TP53_GOF	GSTA5	KRT83	0.175	0.280	-0.105	0.000
TP53_GOF	GSTA5	TTC12	0.197	0.301	-0.104	0.000
TP53_GOF	GSTK1	TAPBP	0.276	0.399	-0.123	0.002
TP53_GOF	GSTM1	SNX1	0.194	0.296	-0.102	0.001
TP53_GOF	GSTM1	TIMM50	0.170	0.273	-0.103	0.000
TP53_GOF	GSTM3	HARBI1	0.265	0.083	0.182	0.001
TP53_GOF	GSTM3	RAC3	0.220	0.322	-0.103	0.000
TP53_GOF	GSTM3	SLC16A4	0.324	0.205	0.119	0.000
TP53_GOF	GSTM3	SMPD1	0.250	0.358	-0.108	0.001
TP53_GOF	GSTM4	PIM3	0.136	0.269	-0.133	0.000
TP53_GOF	GSTO1	LRP12	0.136	0.254	-0.119	0.000
TP53_GOF	GSTO1	SAMD15	0.153	0.277	-0.124	0.002
TP53_GOF	GSTZ1	ZDHHC24	0.136	0.248	-0.112	0.001
TP53_GOF	GTF2A1	STRA8	0.102	0.249	-0.147	0.000
TP53_GOF	GTF2E2	PHKA2	0.167	0.274	-0.108	0.002
TP53_GOF	GTF2F1	NSL1	0.192	0.293	-0.101	0.001
TP53_GOF	GTF2F1	RANBP2	0.249	0.352	-0.103	0.002
TP53_GOF	GTF2F1	SERAC1	0.172	0.277	-0.105	0.000
TP53_GOF	GTF2H2	OR9Q2	0.185	0.298	-0.113	0.001
TP53_GOF	GTF2H2	PFDN6	0.174	0.279	-0.104	0.000
TP53_GOF	GTF2H2	SAP130	0.147	0.263	-0.116	0.000
TP53_GOF	GTF2H2	SGO1	0.178	0.302	-0.124	0.000
TP53_GOF	GTF2H2	TEX10	0.204	0.305	-0.101	0.001
TP53_GOF	GTF2H3	QRSL1	0.154	0.261	-0.107	0.001
TP53_GOF	GTPBP8	MFN2	0.439	0.339	0.100	0.000
TP53_GOF	GTSF1	HOXC10	0.294	0.420	-0.126	0.000
TP53_GOF	GTSF1	HOXC11	0.144	0.287	-0.143	0.001
TP53_GOF	GTSF1	ISYNA1	0.176	0.314	-0.138	0.000
TP53_GOF	GTSF1	NLRP11	0.323	0.211	0.112	0.002
TP53_GOF	GTSF1	P3H4	0.206	0.309	-0.103	0.001
TP53_GOF	GTSF1	POU3F1	0.151	0.262	-0.111	0.001
TP53_GOF	GTSF1	RBM39	0.208	0.309	-0.101	0.002
TP53_GOF	GTSF1	RPA2	0.257	0.364	-0.107	0.000
TP53_GOF	GTSF1	SNTB2	0.163	0.266	-0.103	0.001
TP53_GOF	GTSF1	SPACA9	0.206	0.320	-0.114	0.001
TP53_GOF	GTSF1	TAPBP	0.124	0.248	-0.124	0.001
TP53_GOF	GTSF1	TCF7L1	0.264	0.367	-0.103	0.002
TP53_GOF	GTSF1	TMEM254	0.233	0.352	-0.119	0.001
TP53_GOF	GTSF1	TRMT61B	0.142	0.248	-0.106	0.002
TP53_GOF	GTSF1	UBFD1	0.159	0.266	-0.107	0.000
TP53_GOF	GTSF1	USP13	0.150	0.267	-0.117	0.000
TP53_GOF	GTSF1	ZNF174	0.149	0.307	-0.159	0.000
TP53_GOF	GUCA1C	MBNL3	0.149	0.270	-0.120	0.002
TP53_GOF	GUCA1C	MIPOL1	0.257	0.368	-0.111	0.001
TP53_GOF	GUCA1C	PRKG2	0.120	0.262	-0.143	0.001
TP53_GOF	GUCA2A	TOP3A	0.222	0.331	-0.109	0.000
TP53_GOF	GUCA2A	ZNF461	0.120	0.260	-0.140	0.000
TP53_GOF	GUCY2D	KRTAP13-4	0.192	0.293	-0.101	0.002
TP53_GOF	GUCY2D	MED4	0.178	0.282	-0.104	0.001
TP53_GOF	GUCY2D	USP35	0.189	0.308	-0.119	0.000
TP53_GOF	GUCY2D	VIL1	0.135	0.256	-0.121	0.000
TP53_GOF	GUF1	KBTBD6	0.145	0.272	-0.128	0.000
TP53_GOF	GUF1	PAQR3	0.195	0.338	-0.142	0.001
TP53_GOF	GUF1	TTC33	0.282	0.383	-0.101	0.002
TP53_GOF	GUK1	RRP9	0.140	0.258	-0.118	0.000
TP53_GOF	GUSB	IGF2R	0.148	0.293	-0.145	0.001
TP53_GOF	GYPA	PTPRM	0.281	0.388	-0.107	0.002
TP53_GOF	GYPE	LYPLAL1	0.143	0.254	-0.111	0.000
TP53_GOF	GZF1	IFNL2	0.169	0.312	-0.142	0.000
TP53_GOF	GZMB	KCNJ16	0.117	0.249	-0.131	0.000
TP53_GOF	GZMH	KNL1	0.202	0.309	-0.107	0.001
TP53_GOF	GZMH	NANOG	0.224	0.330	-0.106	0.001
TP53_GOF	GZMH	SDC1	0.173	0.276	-0.103	0.002
TP53_GOF	GZMH	SEMA3G	0.160	0.259	-0.100	0.000
TP53_GOF	GZMH	SKP1	0.197	0.310	-0.113	0.001
TP53_GOF	GZMH	ZNF490	0.185	0.286	-0.101	0.001
TP53_GOF	H1-7	SLC30A3	0.235	0.336	-0.101	0.001
TP53_GOF	H2AC1	OR6Q1	0.153	0.262	-0.110	0.000
TP53_GOF	H2AC1	TECTB	0.158	0.260	-0.102	0.001
TP53_GOF	H2AC11	PHLDA2	0.123	0.257	-0.134	0.000
TP53_GOF	H2AC11	SMCR8	0.133	0.259	-0.126	0.000
TP53_GOF	H2AC11	WHAMM	0.168	0.284	-0.116	0.002
TP53_GOF	H2AC13	NLRP3	0.132	0.250	-0.117	0.000
TP53_GOF	H2AC13	SEC13	0.285	0.172	0.113	0.000
TP53_GOF	H2AC13	TRNT1	0.277	0.165	0.113	0.001
TP53_GOF	H2AC20	PRSS16	0.178	0.280	-0.102	0.000
TP53_GOF	H2AC20	TBCB	0.116	0.255	-0.139	0.000
TP53_GOF	H2AC21	TFDP3	0.124	0.255	-0.131	0.000
TP53_GOF	H2AC4	REEP1	0.200	0.316	-0.116	0.000
TP53_GOF	H2AC8	RHBDF1	0.203	0.314	-0.111	0.002
TP53_GOF	H2AC8	WDR54	0.217	0.330	-0.114	0.001
TP53_GOF	H2AJ	TMEM69	0.162	0.272	-0.110	0.001
TP53_GOF	H2AP	LRRFIP2	0.159	0.270	-0.112	0.000
TP53_GOF	H2AZ1	H2BC11	0.330	0.430	-0.100	0.002
TP53_GOF	H2AZ1	SCG5	0.147	0.261	-0.114	0.002
TP53_GOF	H2AZ1	TCTEX1D2	0.165	0.267	-0.102	0.001
TP53_GOF	H2BC1	IPP	0.148	0.280	-0.132	0.001
TP53_GOF	H2BC1	SSUH2	0.144	0.277	-0.132	0.002
TP53_GOF	H2BC1	TNFRSF11A	0.128	0.255	-0.126	0.002
TP53_GOF	H2BC11	H2BC5	0.332	0.436	-0.104	0.001
TP53_GOF	H2BC11	MRPS30	0.227	0.327	-0.100	0.001
TP53_GOF	H2BC11	NDUFAF8	0.168	0.287	-0.119	0.001
TP53_GOF	H2BC11	SUCLG1	0.118	0.255	-0.137	0.000
TP53_GOF	H2BC11	UHMK1	0.235	0.342	-0.108	0.001
TP53_GOF	H2BC12	SLC25A52	0.154	0.253	-0.100	0.001
TP53_GOF	H2BC13	NAA30	0.192	0.297	-0.105	0.001
TP53_GOF	H2BC13	PRKCB	0.186	0.299	-0.114	0.001
TP53_GOF	H2BC13	TSGA10	0.138	0.249	-0.112	0.001
TP53_GOF	H2BC18	PPARA	0.154	0.269	-0.115	0.000
TP53_GOF	H2BC3	IQSEC3	0.281	0.168	0.113	0.000
TP53_GOF	H2BC3	SUSD4	0.257	0.149	0.108	0.001
TP53_GOF	H2BC4	ZCRB1	0.236	0.344	-0.108	0.000
TP53_GOF	H2BC5	MRPS22	0.162	0.266	-0.104	0.002
TP53_GOF	H2BC5	NDUFC1	0.170	0.270	-0.100	0.001
TP53_GOF	H2BC5	NDUFC2	0.172	0.280	-0.108	0.000
TP53_GOF	H2BC5	OIP5	0.172	0.288	-0.116	0.002
TP53_GOF	H2BC5	RSAD1	0.201	0.334	-0.134	0.001
TP53_GOF	H2BC5	TINF2	0.139	0.256	-0.117	0.001
TP53_GOF	H2BC7	IL36RN	0.146	0.251	-0.104	0.000
TP53_GOF	H2BC7	RFK	0.162	0.263	-0.101	0.001
TP53_GOF	H2BW1	MMP28	0.175	0.299	-0.124	0.000
TP53_GOF	H2BW1	PDZK1IP1	0.162	0.276	-0.114	0.002
TP53_GOF	H2BW1	TRNP1	0.148	0.257	-0.109	0.002
TP53_GOF	H2BW2	KCNN4	0.230	0.338	-0.108	0.000
TP53_GOF	H2BW2	MMP28	0.065	0.253	-0.188	0.000
TP53_GOF	H2BW2	RNF13	0.162	0.279	-0.117	0.000
TP53_GOF	H3-3A	PNMA1	0.123	0.251	-0.128	0.000
TP53_GOF	H3-3B	PPM1D	0.171	0.276	-0.105	0.001
TP53_GOF	H3-3B	PTX4	0.117	0.311	-0.194	0.000
TP53_GOF	H3C10	MT1X	0.267	0.148	0.119	0.002
TP53_GOF	H3C10	NUDT7	0.261	0.132	0.129	0.001
TP53_GOF	H3C10	SPNS1	0.151	0.285	-0.134	0.000
TP53_GOF	H3C12	HIPK3	0.150	0.252	-0.102	0.001
TP53_GOF	H3C12	ISYNA1	0.142	0.252	-0.110	0.002
TP53_GOF	H3C13	TELO2	0.162	0.266	-0.104	0.001
TP53_GOF	H3C3	KRTAP9-9	0.166	0.281	-0.115	0.000
TP53_GOF	H3C4	MRFAP1L1	0.225	0.372	-0.147	0.000
TP53_GOF	H3C4	P2RY13	0.145	0.282	-0.138	0.001
TP53_GOF	H3C4	WDR54	0.177	0.315	-0.138	0.000
TP53_GOF	H3C4	ZNF330	0.203	0.308	-0.104	0.000
TP53_GOF	H3C7	SPATA2L	0.109	0.254	-0.145	0.001
TP53_GOF	H4-16	SETX	0.135	0.276	-0.140	0.001
TP53_GOF	H4-16	YPEL3	0.133	0.249	-0.116	0.002
TP53_GOF	H4C1	PLPP5	0.146	0.253	-0.107	0.000
TP53_GOF	H4C2	THAP10	0.164	0.274	-0.110	0.000
TP53_GOF	H4C4	WDR38	0.153	0.265	-0.112	0.000
TP53_GOF	H4C7	HTRA1	0.145	0.261	-0.116	0.002
TP53_GOF	H4C9	TMEM14C	0.302	0.190	0.112	0.001
TP53_GOF	HACD2	HTR2B	0.138	0.253	-0.115	0.002
TP53_GOF	HACL1	USP30	0.182	0.286	-0.104	0.002
TP53_GOF	HADHA	MACIR	0.274	0.374	-0.100	0.002
TP53_GOF	HADHA	RIOX2	0.164	0.273	-0.109	0.000
TP53_GOF	HADHA	ZNF490	0.182	0.290	-0.108	0.002
TP53_GOF	HAGH	SALL4	0.121	0.265	-0.143	0.000
TP53_GOF	HAMP	NUDT21	0.251	0.140	0.111	0.002
TP53_GOF	HAMP	VILL	0.166	0.270	-0.105	0.000
TP53_GOF	HAO1	MRAP2	0.157	0.268	-0.111	0.000
TP53_GOF	HAP1	LAMTOR4	0.179	0.289	-0.109	0.000
TP53_GOF	HAPLN1	OTOA	0.139	0.251	-0.113	0.000
TP53_GOF	HAPLN1	PLA2G4F	0.189	0.292	-0.104	0.000
TP53_GOF	HAPLN1	SYT5	0.170	0.280	-0.111	0.000
TP53_GOF	HARBI1	PRAM1	0.119	0.264	-0.145	0.000
TP53_GOF	HARS2	NUAK1	0.198	0.305	-0.107	0.002
TP53_GOF	HAS2	MYLK	0.124	0.249	-0.126	0.000
TP53_GOF	HAUS1	LDHB	0.147	0.272	-0.125	0.000
TP53_GOF	HAUS1	RPS6KC1	0.200	0.325	-0.124	0.000
TP53_GOF	HAUS2	NABP1	0.193	0.310	-0.117	0.000
TP53_GOF	HAUS3	LGALS16	0.122	0.267	-0.144	0.000
TP53_GOF	HAUS3	NUTF2	0.140	0.257	-0.117	0.000
TP53_GOF	HAUS3	PCDHB10	0.142	0.290	-0.148	0.000
TP53_GOF	HAUS7	STAR	0.148	0.256	-0.108	0.001
TP53_GOF	HBB	MAPK8IP1	0.213	0.344	-0.131	0.000
TP53_GOF	HBG1	LAIR1	0.173	0.293	-0.119	0.001
TP53_GOF	HBG1	RPTOR	0.255	0.153	0.102	0.002
