Condition	Gene1	Gene2	PCC_all	PCC_L1out	dPCC	Pval
plasma_cell	DUSP22	IRF4	0.271	0.146	0.126	0.000
plasma_cell	EBF1	POU2AF1	0.391	0.566	-0.175	0.000
plasma_cell	ERN1	PIM2	0.255	0.090	0.165	0.000
plasma_cell	FLT3	MEF2C	0.231	0.339	-0.108	0.000
plasma_cell	FLVCR1	IRF4	0.280	0.159	0.121	0.000
plasma_cell	FURIN	IRS1	0.359	0.244	0.114	0.000
plasma_cell	FURIN	PIM2	0.293	0.060	0.233	0.000
plasma_cell	FURIN	PRDM1	0.300	0.064	0.236	0.000
plasma_cell	FURIN	TCF3	0.269	0.032	0.237	0.000
plasma_cell	GSS	IRF4	0.289	0.188	0.101	0.000
plasma_cell	HERPUD1	IL6R	0.250	0.101	0.148	0.000
plasma_cell	HERPUD1	IRF4	0.351	-0.016	0.367	0.000
plasma_cell	HERPUD1	IRS1	0.262	0.000	0.262	0.000
plasma_cell	HERPUD1	MANF	0.343	0.134	0.208	0.000
plasma_cell	HERPUD1	MEF2C	0.321	-0.030	0.351	0.000
plasma_cell	HERPUD1	PIM2	0.397	-0.057	0.454	0.000
plasma_cell	HERPUD1	POU2AF1	0.349	-0.057	0.406	0.000
plasma_cell	HERPUD1	PRDM1	0.430	0.033	0.397	0.000
plasma_cell	HERPUD1	SMAD7	0.286	0.016	0.270	0.000
plasma_cell	HERPUD1	SYVN1	0.274	0.154	0.120	0.000
plasma_cell	HERPUD1	TCF3	0.359	-0.018	0.377	0.000
plasma_cell	HERPUD1	UBE2G2	0.261	0.090	0.172	0.000
plasma_cell	HERPUD1	UBE2J1	0.303	0.080	0.223	0.000
plasma_cell	HERPUD1	XBP1	0.376	0.110	0.266	0.000
plasma_cell	IKBKB	IRF4	0.389	0.267	0.123	0.000
plasma_cell	IKBKB	NFKB1	0.411	0.254	0.156	0.000
plasma_cell	IKBKB	POU2AF1	0.312	0.132	0.181	0.000
plasma_cell	IKBKB	PRDM1	0.263	0.060	0.203	0.000
plasma_cell	IKBKB	RELB	0.352	0.163	0.189	0.000
plasma_cell	IKZF1	MEF2C	0.353	0.251	0.103	0.000
plasma_cell	IKZF1	POU2AF1	0.283	0.098	0.185	0.000
plasma_cell	IKZF1	PRDM1	0.269	0.067	0.202	0.000
plasma_cell	IKZF1	TCF3	0.292	0.154	0.138	0.000
plasma_cell	IKZF3	IRF4	0.295	0.059	0.236	0.000
plasma_cell	IKZF3	NFKB1	0.339	0.135	0.204	0.000
plasma_cell	IKZF3	POU2AF1	0.365	0.206	0.159	0.000
plasma_cell	IKZF3	PRDM1	0.285	0.059	0.226	0.000
plasma_cell	IKZF3	RELB	0.332	0.116	0.216	0.000
plasma_cell	IKZF3	TCF3	0.274	0.094	0.181	0.000
plasma_cell	IL6ST	PRDM1	0.311	0.199	0.111	0.000
plasma_cell	IRF2	IRF4	0.260	0.076	0.183	0.000
plasma_cell	IRF2	MAF	0.289	0.026	0.263	0.000
plasma_cell	IRF2	NFKB1	0.262	0.135	0.128	0.000
plasma_cell	IRF2	POU2AF1	0.263	0.087	0.176	0.000
plasma_cell	IRF4	IRS1	0.270	-0.022	0.292	0.000
plasma_cell	IRF4	ITPK1	0.255	0.090	0.164	0.000
plasma_cell	IRF4	LIPT1	0.300	0.169	0.130	0.000
plasma_cell	IRF4	MAF	0.254	-0.035	0.288	0.000
plasma_cell	IRF4	MBD2	0.249	0.149	0.100	0.000
plasma_cell	IRF4	MEF2C	0.375	0.063	0.313	0.000
plasma_cell	IRF4	MTA2	0.334	0.174	0.160	0.000
plasma_cell	IRF4	MTHFD1	0.260	0.156	0.104	0.000
plasma_cell	IRF4	NAMPT	0.274	0.151	0.123	0.000
plasma_cell	IRF4	NCOA2	0.249	0.091	0.158	0.000
plasma_cell	IRF4	NFKB1	0.449	0.172	0.278	0.000
plasma_cell	IRF4	NFKB2	0.257	0.130	0.127	0.000
plasma_cell	IRF4	OAZ1	0.300	0.196	0.104	0.000
plasma_cell	IRF4	OGDH	0.250	0.135	0.115	0.000
plasma_cell	IRF4	PIM2	0.522	0.159	0.362	0.000
plasma_cell	IRF4	POU2AF1	0.547	0.188	0.359	0.000
plasma_cell	IRF4	PPCDC	0.302	0.202	0.100	0.000
plasma_cell	IRF4	PRDM1	0.508	0.143	0.365	0.000
plasma_cell	IRF4	REEP4	0.249	0.133	0.116	0.000
plasma_cell	IRF4	RELB	0.298	0.032	0.267	0.000
plasma_cell	IRF4	SMAD7	0.336	0.041	0.296	0.000
plasma_cell	IRF4	SUPT7L	0.314	0.158	0.157	0.000
plasma_cell	IRF4	TCF3	0.452	0.156	0.297	0.000
plasma_cell	IRF4	UBALD2	0.254	0.087	0.168	0.000
plasma_cell	IRF4	UBE2G2	0.249	0.127	0.121	0.000
plasma_cell	IRF4	YWHAQ	0.285	0.180	0.104	0.000
plasma_cell	IRF4	ZNF217	0.262	0.086	0.176	0.000
plasma_cell	IRF4	ZNF296	0.342	0.159	0.183	0.000
plasma_cell	IRS1	PIM2	0.317	0.015	0.302	0.000
plasma_cell	IRS1	PRDM1	0.269	-0.054	0.323	0.000
plasma_cell	IRS1	TCF3	0.314	0.064	0.250	0.000
plasma_cell	IRS1	UBALD2	0.253	0.116	0.138	0.000
plasma_cell	ITPK1	MEF2C	0.258	0.090	0.169	0.000
plasma_cell	ITPK1	PIM2	0.260	0.049	0.210	0.000
plasma_cell	KDM5C	MEF2C	0.256	0.120	0.135	0.000
plasma_cell	LIPT1	NFKB1	0.269	0.167	0.102	0.000
plasma_cell	LIPT1	POU2AF1	0.248	0.094	0.154	0.000
plasma_cell	MAF	MEF2C	0.253	0.013	0.239	0.000
plasma_cell	MAF	PIM2	0.337	-0.051	0.388	0.000
plasma_cell	MAF	POU2AF1	0.296	0.064	0.232	0.000
plasma_cell	MAF	SLC38A5	0.275	0.033	0.242	0.000
plasma_cell	MAF	ZBTB38	0.337	0.058	0.278	0.000
plasma_cell	MANF	MEF2C	0.279	0.087	0.192	0.000
plasma_cell	MANF	PIM2	0.287	0.019	0.268	0.000
plasma_cell	MANF	POU2AF1	0.299	0.105	0.195	0.000
plasma_cell	MANF	TCF3	0.289	0.126	0.163	0.000
plasma_cell	MED10	TCF3	0.277	0.175	0.101	0.000
plasma_cell	MED23	NFKB1	0.256	0.125	0.130	0.000
plasma_cell	MEF2C	MLLT10	0.248	0.142	0.106	0.000
plasma_cell	MEF2C	MTA2	0.283	0.109	0.174	0.000
plasma_cell	MEF2C	NFKB1	0.302	0.024	0.278	0.000
plasma_cell	MEF2C	PIM2	0.369	-0.008	0.377	0.000
plasma_cell	MEF2C	POU2AF1	0.433	0.175	0.258	0.000
plasma_cell	MEF2C	PRDM1	0.320	0.038	0.283	0.000
plasma_cell	MEF2C	SIK3	0.286	0.185	0.101	0.000
plasma_cell	MEF2C	SMAD7	0.256	-0.012	0.268	0.000
plasma_cell	MEF2C	TCF3	0.388	0.174	0.214	0.000
plasma_cell	MEF2C	ZEB2	0.194	0.297	-0.103	0.000
plasma_cell	MEF2C	ZNF296	0.280	0.071	0.209	0.000
plasma_cell	MEN1	POU2AF1	0.255	0.150	0.105	0.000
plasma_cell	MLLT10	POU2AF1	0.256	0.116	0.140	0.000
plasma_cell	MLLT10	TCF3	0.261	0.100	0.161	0.000
plasma_cell	MPDU1	PIM2	0.251	0.074	0.177	0.000
plasma_cell	MTA2	POU2AF1	0.252	0.077	0.175	0.000
plasma_cell	MTA2	TCF3	0.253	0.139	0.113	0.000
plasma_cell	NFKB1	PIM2	0.363	0.049	0.314	0.000
plasma_cell	NFKB1	POU2AF1	0.396	0.121	0.275	0.000
plasma_cell	NFKB1	PRDM1	0.299	-0.045	0.345	0.000
plasma_cell	NFKB1	RELB	0.503	0.267	0.236	0.000
plasma_cell	NFKB1	TCF3	0.303	0.050	0.253	0.000
plasma_cell	NFKB1	ZNF296	0.268	0.041	0.227	0.000
plasma_cell	OAZ1	TCF3	0.275	0.148	0.127	0.000
plasma_cell	PAX5	POU2AF1	0.320	0.453	-0.133	0.000
plasma_cell	PIM2	POU2AF1	0.483	0.072	0.411	0.000
plasma_cell	PIM2	PRDM1	0.459	0.056	0.403	0.000
plasma_cell	PIM2	RELB	0.278	0.006	0.273	0.000
plasma_cell	PIM2	SMAD7	0.408	0.096	0.312	0.000
plasma_cell	PIM2	TCF3	0.460	0.142	0.318	0.000
plasma_cell	PIM2	UBALD2	0.255	0.079	0.176	0.000
plasma_cell	PIM2	ZBTB38	0.269	-0.010	0.279	0.000
plasma_cell	PIM2	ZNF296	0.252	-0.021	0.273	0.000
plasma_cell	POU2AF1	PRDM1	0.455	0.018	0.437	0.000
plasma_cell	POU2AF1	RELB	0.296	0.019	0.277	0.000
plasma_cell	POU2AF1	SMAD7	0.300	-0.001	0.301	0.000
plasma_cell	POU2AF1	SUPT7L	0.299	0.157	0.142	0.000
plasma_cell	POU2AF1	TCF3	0.517	0.275	0.242	0.000
plasma_cell	POU2AF1	THAP11	0.263	0.157	0.106	0.000
plasma_cell	POU2AF1	YWHAQ	0.248	0.142	0.106	0.000
plasma_cell	POU2AF1	ZNF217	0.265	0.099	0.167	0.000
plasma_cell	PRDM1	RELB	0.267	-0.016	0.283	0.000
plasma_cell	PRDM1	ROCK1	0.276	0.169	0.107	0.000
plasma_cell	PRDM1	SIK3	0.293	0.149	0.143	0.000
plasma_cell	PRDM1	SMAD7	0.346	-0.048	0.394	0.000
plasma_cell	PRDM1	TCF3	0.441	0.033	0.408	0.000
plasma_cell	PRDM1	UBE2J1	0.255	-0.008	0.262	0.000
plasma_cell	SLC38A5	ZBTB38	0.256	0.062	0.194	0.000
plasma_cell	SMAD7	TCF3	0.392	0.108	0.284	0.000
plasma_cell	SUPT7L	TCF3	0.306	0.204	0.103	0.000
plasma_cell	TCF3	UBE2J1	0.254	0.085	0.169	0.000
plasma_cell	TCF3	ZNF217	0.315	0.202	0.113	0.000
plasma_cell	TCF3	ZNF592	0.249	0.135	0.114	0.000
plasma_cell	YWHAQ	ZNF296	0.261	0.150	0.112	0.000
renal_cell_carcinoma	EPAS1	TNFSF10	0.249	0.117	0.132	0.000
renal_cell_carcinoma	HNF1B	PARD3	0.396	0.296	0.100	0.000
renal_cell_carcinoma	HNF1B	PAX8	0.422	0.310	0.112	0.000
rhabdomyosarcoma	DLL1	MYOG	0.281	-0.030	0.311	0.000
rhabdomyosarcoma	DLL1	PAX3	0.278	0.064	0.213	0.000
rhabdomyosarcoma	HDAC2	MYOG	0.277	-0.011	0.288	0.000
rhabdomyosarcoma	HDAC2	TFAP2B	0.389	0.287	0.103	0.000
rhabdomyosarcoma	HDAC2	ZBTB18	0.279	0.073	0.206	0.000
rhabdomyosarcoma	MAPK1	PAX3	0.145	0.256	-0.111	0.000
rhabdomyosarcoma	MYOD1	MYOG	0.352	0.011	0.341	0.000
rhabdomyosarcoma	MYOD1	PAX3	0.481	0.140	0.341	0.000
rhabdomyosarcoma	MYOD1	SOX8	0.291	0.024	0.267	0.000
rhabdomyosarcoma	MYOD1	ZBTB18	0.305	0.011	0.295	0.000
rhabdomyosarcoma	MYOG	PAX3	0.385	-0.036	0.421	0.000
rhabdomyosarcoma	MYOG	SOX8	0.320	0.041	0.279	0.000
rhabdomyosarcoma	MYOG	TCF12	0.300	0.052	0.248	0.000
rhabdomyosarcoma	MYOG	TFAP2B	0.253	-0.013	0.266	0.000
rhabdomyosarcoma	MYOG	ZBTB18	0.432	0.039	0.393	0.000
rhabdomyosarcoma	PAX3	SOX10	0.230	0.339	-0.109	0.000
rhabdomyosarcoma	PAX3	ZBTB18	0.289	-0.049	0.338	0.000
rhabdomyosarcoma	TFAP2B	ZBTB18	0.251	0.052	0.199	0.000
soft_tissue	ARMC4	CBX5	0.252	0.147	0.105	0.001
soft_tissue	CERS3	FMO3	0.249	0.110	0.139	0.001
soft_tissue	COMMD6	UCHL3	0.310	0.192	0.118	0.000
soft_tissue	DLL1	MYOG	0.281	-0.030	0.311	0.000
soft_tissue	DLL1	PAX3	0.278	0.066	0.212	0.000
soft_tissue	DUSP19	GLIPR1	0.162	0.272	-0.110	0.001
soft_tissue	FBXO4	GLIPR1	0.305	0.119	0.187	0.001
soft_tissue	FBXO4	NR2C1	0.272	0.128	0.143	0.000
soft_tissue	FBXO4	PLCXD3	0.363	0.240	0.123	0.001
soft_tissue	FMO3	SH3TC1	0.256	0.055	0.201	0.000
soft_tissue	FMO3	SIM2	0.265	0.132	0.132	0.001
soft_tissue	HDAC2	MYOG	0.277	-0.017	0.294	0.000
soft_tissue	HDAC2	TFAP2B	0.389	0.288	0.102	0.000
soft_tissue	HDAC2	ZBTB18	0.279	0.072	0.207	0.000
soft_tissue	MAPK1	PAX3	0.145	0.260	-0.115	0.000
soft_tissue	MITF	PAX3	0.249	0.350	-0.101	0.000
soft_tissue	MYOD1	MYOG	0.352	0.015	0.336	0.000
soft_tissue	MYOD1	PAX3	0.481	0.147	0.335	0.000
soft_tissue	MYOD1	SOX8	0.291	0.045	0.246	0.000
soft_tissue	MYOD1	ZBTB18	0.305	-0.002	0.308	0.000
soft_tissue	MYOG	PAX3	0.385	-0.033	0.418	0.000
soft_tissue	MYOG	SOX8	0.320	0.045	0.275	0.000
soft_tissue	MYOG	TCF12	0.300	0.051	0.249	0.000
soft_tissue	MYOG	TFAP2B	0.253	-0.013	0.266	0.000
soft_tissue	MYOG	ZBTB18	0.432	0.040	0.392	0.000
soft_tissue	MYSM1	NDUFA12	0.300	0.158	0.142	0.000
soft_tissue	NAV3	RASSF9	0.292	0.153	0.139	0.000
soft_tissue	NR2C1	PLCXD3	0.260	0.080	0.180	0.000
soft_tissue	PAX3	SOX10	0.230	0.343	-0.113	0.000
soft_tissue	PAX3	ZBTB18	0.289	-0.052	0.341	0.000
soft_tissue	TFAP2B	ZBTB18	0.251	0.060	0.191	0.000
